,user_id,items_count,steam_id,playtime_forever,id
284,scroopy22,460,76561198007437864,0,70
285,76561198078730600,0,76561198078730600,0,0
286,auzmoz,49,76561197999326884,143168,320
287,76561198082020576,47,76561198082020576,99,220
288,helvisavillon,2,76561198074228269,0,205790
289,76561198040602004,75,76561198040602004,8574,240
290,76561198082959786,25,76561198082959786,213,31280
291,76561198110293299,80,76561198110293299,3011,4000
292,de_triggered,53,76561198075881644,187008,4000
293,76561198071748311,29,76561198071748311,101,4000
294,76561198045888087,0,76561198045888087,0,0
295,76561198000392178,0,76561198000392178,0,0
296,Azrafael,73,76561197964215262,0,10
297,-Azsael-,167,76561197997534851,1456,2100
298,moriceplease,20,76561197974106883,0,220
299,Arsenal_,0,76561198062362368,0,0
300,timothyshen,20,76561198071797390,356,4000
301,76561198227794828,53,76561198227794828,361,4000
302,2ez4medick,32,76561198083985672,767,4000
303,76561198118595651,35,76561198118595651,850,4000
304,76561197998761331,0,76561197998761331,0,0
305,76561198064579722,54,76561198064579722,5897,4000
306,potatoskins,72,76561198043890597,32,4000
307,crispymemesmantheyremyfavourite,97,76561198091215848,3232,4000
308,76561198044593618,41,76561198044593618,14108,550
309,76561198074409406,57,76561198074409406,700,240
310,76561198075444114,43,76561198075444114,164,240
311,76561198076548816,73,76561198076548816,7335,240
312,76561198075039895,35,76561198075039895,1186,4760
313,76561197994407780,21,76561197994407780,661,240
314,BarretaJrs,0,76561198078195232,0,0
315,Gborges,122,76561198081021515,1431,4000
316,SergeantBash111,191,76561198057711253,17583,4000
317,76561197980751730,0,76561197980751730,0,0
318,PolygonCloud,126,76561198089414638,3180,300
319,76561198043660058,118,76561198043660058,2732,4000
320,BOB_200,121,76561198034974534,5171,4000
321,76561198070735033,130,76561198070735033,94,50
322,76561198069458790,0,76561198069458790,0,0
323,76561198051148175,55,76561198051148175,3028,4000
324,rangi92,0,76561198060590391,0,0
325,76561197992830435,0,76561197992830435,0,0
326,brendoboy,255,76561198070081938,51495,4000
327,76561198071234254,50,76561198071234254,1236,4000
328,76561198083049918,36,76561198083049918,552,21130
329,76561198072652548,102,76561198072652548,1549,220
330,76561197988934555,0,76561197988934555,0,0
331,76561198047304525,177,76561198047304525,53291,4000
332,76561197998217937,0,76561197998217937,0,0
333,76561198064016444,58,76561198064016444,39481,4000
334,minecraft123,56,76561198044182857,22377,240
335,76561197960694096,187,76561197960694096,0,10
336,JuanManSnipez,102,76561198079788896,221,240
337,76561198067021476,44,76561198067021476,61,240
338,76561198190487725,38,76561198190487725,3187,4000
339,76561198027081791,328,76561198027081791,138,320
340,Bhappiikhat,29,76561198077820099,8526,33910
341,76561198063323473,0,76561198063323473,0,0
342,BITCHPLESE,139,76561198088407186,13779,4000
343,Too_1337,264,76561198021712879,184,10
344,76561198074755143,229,76561198074755143,453,4000
345,limabeansaregross,158,76561198079216484,3,240
346,ChunkyAsCharged,0,76561198040852965,0,0
347,76561198075175410,83,76561198075175410,37501,4000
348,76561198045214274,40,76561198045214274,1050,11450
349,kinglemon1222,128,76561198062205562,16920,4000
350,76561198050404009,51,76561198050404009,1934,220
351,76561198048370750,58,76561198048370750,119,10
352,76561198018845815,63,76561198018845815,1577,15120
353,76561198056980314,74,76561198056980314,7452,4000
354,76561198043296029,49,76561198043296029,108,4000
355,76561198048737111,0,76561198048737111,0,0
356,bitmat,385,76561197966132503,8,10
357,76561198028483487,88,76561198028483487,157,220
358,Ghoster09,54,76561198075122935,6716,4000
359,180577,66,76561197969841865,99,10
360,76561198105387448,0,76561198105387448,0,0
361,76561198078725425,0,76561198078725425,0,0
362,Blackhawk611,125,76561198066797197,65,220
363,76561198090119638,7,76561198090119638,72,243870
364,76561198039778856,114,76561198039778856,2465,4760
365,76561198035782795,96,76561198035782795,0,240
366,76561198077278011,84,76561198077278011,3686,4000
367,76561198077116471,7,76561198077116471,0,205790
368,76561198171166530,15,76561198171166530,2875,4000
369,hbk1462,75,76561198071216195,2678,4000
370,BurntBlizzardZ,0,76561198025470631,0,0
371,76561198053766465,73,76561198053766465,1538,4500
372,76561198083368833,82,76561198083368833,5904,4000
373,FHK,104,76561198006893092,237,6860
374,Blue333,65,76561198095017709,5562,4000
375,76561198030735076,46,76561198030735076,1405,4000
376,Bluegills,1280,76561197971857001,0,10
377,76561197970931849,0,76561197970931849,0,0
378,76561198066253111,48,76561198066253111,14,240
379,76561198070259755,11,76561198070259755,204,220
380,76561197999613236,247,76561197999613236,27,300
381,RespekPlox,39,76561198065380469,44932,4000
382,76561198068305940,39,76561198068305940,244,4000
383,bokkkbokkk,0,76561198006988360,0,0
384,76561198086083118,79,76561198086083118,0,240
385,76561198211433640,14,76561198211433640,1876,4000
386,ilyjoepoe,10,76561198065377026,654,4000
387,Mantrouminati,44,76561198064694906,1609,4000
388,76561198064747645,95,76561198064747645,222,220
389,76561198041245503,63,76561198041245503,12,4000
390,kafugax,27,76561198066166170,6147,730
391,probotsteve,244,76561198009437435,43,8600
392,BrutalLegend69,109,76561198075914561,26602,4000
393,76561198007539695,1044,76561198007539695,0,20
394,saint556,583,76561198072532181,2,10
395,BreadCommanderz,89,76561198031904680,6638,4000
396,76561198079362142,42,76561198079362142,966,4000
397,76561198040467357,459,76561198040467357,372,240
398,metiqu,23,76561198170063410,0,3910
399,Brianseb,0,76561198089573805,0,0
400,restinspaghettineverforgetti,54,76561198155439370,91,240
401,spike_heart,116,76561198012192548,3063,240
402,76561198046094676,154,76561198046094676,4605,4560
403,76561198087095625,44,76561198087095625,12,240
404,Br0wni3,25,76561198143997105,125,10
405,76561198046611233,0,76561198046611233,0,0
406,76561198079351819,35,76561198079351819,58,7970
407,76561198093381429,0,76561198093381429,0,0
408,76561198085582521,0,76561198085582521,0,0
409,thebtb,253,76561197996297264,4,1630
410,MoniqueTron,96,76561198079221660,1354,240
411,notbudds,46,76561198068935801,14,300
412,76561198041518533,99,76561198041518533,423,70
413,Jyep,70,76561198070300902,10104,4000
414,76561197978008006,33,76561197978008006,11,10
415,76561198094074209,157,76561198094074209,74890,4000
416,76561198020272265,175,76561198020272265,125,240
417,743748734,19,76561198180820691,254,17080
418,76561198105846578,97,76561198105846578,10,20
419,Butteryyy,18,76561198075991823,8962,4000
420,76561198079326390,120,76561198079326390,81,220
421,8789568,60,76561198057331222,10107,4000
422,76561198112547239,118,76561198112547239,929,4000
423,76561198097794993,23,76561198097794993,3763,4000
424,C14M8S,95,76561198083932637,437,220
425,1122305938,177,76561198026885444,1894,220
426,Cabjoy,208,76561198029384965,102,3830
427,76561198082278758,38,76561198082278758,453,4000
428,Stormaggen,93,76561198081975172,237,4000
429,76561198045679186,112,76561198045679186,1941,4000
430,76561198051084367,92,76561198051084367,37339,4000
431,76561198081987102,74,76561198081987102,2016,4000
432,76561197996741396,0,76561197996741396,0,0
433,calypto52,377,76561198045551885,65,4000
434,camduman,80,76561198088908490,87,220
435,camquarter,94,76561198027050521,400,220
436,jonjon4351,58,76561198079206742,0,220
437,76561198043609375,87,76561198043609375,189,240
438,76561198008551473,0,76561198008551473,0,0
439,76561198039236799,22,76561198039236799,9402,240
440,ThePyrite99,86,76561198072135441,8,240
441,76561198036996272,122,76561198036996272,2,240
442,76561198048121243,220,76561198048121243,17,10
443,CAPTAINVRITRAS,8,76561198072346152,430,20570
444,76561198067657905,51,76561198067657905,12447,4000
445,76561198070072786,86,76561198070072786,759,70
446,76561197966764681,223,76561197966764681,1,10
447,76561198007988939,41,76561198007988939,486,550
448,76561198060576252,9,76561198060576252,1149,34030
449,Lord_Casso,70,76561198062920282,3240,4000
450,76561198058789410,38,76561198058789410,6874,3910
451,76561198050876555,20,76561198050876555,283,20900
452,76561198059948130,77,76561198059948130,5438,4000
453,76561198070087725,107,76561198070087725,359,240
454,fsfs546hd,81,76561198061222572,196,300
455,CCcorye,113,76561198053174885,26,240
456,76561198045283919,36,76561198045283919,1727,4000
457,76561198078509867,248,76561198078509867,86,240
458,76561198032143135,0,76561198032143135,0,0
459,CrazyGiraffe71,91,76561198053259222,0,220
460,76561198162056324,16,76561198162056324,0,99900
461,76561198240923172,32,76561198240923172,194,220
462,Chacob,163,76561198020897913,0,220
463,kggj,573,76561198069207428,44,240
464,elheat,154,76561197983123822,983,220
465,ElementalGodChaos,167,76561198069233677,542,3320
466,76561198081095968,35,76561198081095968,1019,4000
467,76561197971917242,62,76561197971917242,117,220
468,melonmaniac,46,76561198086065782,1699,4000
469,76561198074108172,55,76561198074108172,8187,730
470,charmaps5,0,76561198059330108,0,0
471,mexz1999,106,76561198088617152,732,220
472,76561198051215704,88,76561198051215704,6,30
473,cheetahpocalypse,122,76561198069513853,6948,4000
474,Axzothrift,66,76561198127742020,1110,4000
475,76561197960281419,26,76561197960281419,1403,10
476,76561198069408134,0,76561198069408134,0,0
477,76561198049867810,129,76561198049867810,7003,300
478,76561198074235306,251,76561198074235306,0,220
479,pussyhunter121,29,76561198058924783,1268,4000
480,76561198077733060,20,76561198077733060,6875,4000
481,DimSums,56,76561197994156537,8365,1250
482,76561198091638558,96,76561198091638558,876,240
483,chillifuzzball,291,76561198040655133,789,220
484,76561197994523427,10,76561197994523427,0,220
485,76561198052700471,55,76561198052700471,0,2100
486,76561198097450390,104,76561198097450390,6509,4000
487,76561197981448997,147,76561197981448997,2,220
488,76561198061569624,0,76561198061569624,0,0
489,aerpub,219,76561198046429948,432,2100
490,76561198061273070,80,76561198061273070,6247,4000
491,Chockie,75,76561198067673881,815,240
492,chronoris,50,76561198044805626,2429,105600
493,harrisonnorris,72,76561198064483880,232,240
494,zaper151,99,76561197993752634,215,10
495,pongping7,61,76561198049608935,92,4000
496,76561198142474106,14,76561198142474106,64619,4000
497,ciborg2000,80,76561198088661413,2404,220
498,76561198087555027,0,76561198087555027,0,0
499,Norf_Norf,0,76561198053732601,0,0
500,OfficialSenix,45,76561198136322579,1369,240
501,76561198066789278,29,76561198066789278,7,33910
502,Mattress121,245,76561198000398795,322,300
503,76561198079650317,71,76561198079650317,109,220
504,76561198061039259,136,76561198061039259,513,220
505,76561198084239790,24,76561198084239790,523,4000
506,SurfChicken,23,76561198110476592,228,4000
507,Clouwolf,47,76561198077903992,4569,4000
508,69bmw,34,76561198058866284,11519,4000
509,76561198067414480,53,76561198067414480,5,2400
510,76561198078246064,140,76561198078246064,181,4000
511,iamshingo,95,76561198095765639,608,4000
512,76561198077538653,42,76561198077538653,2722,10500
513,Deerunken,196,76561198018592645,33,320
514,Rafantasma,257,76561198064919306,293,4000
515,76561198079756695,42,76561198079756695,10020,4000
516,minguscannon,124,76561198052655800,772,3830
517,76561198049614185,159,76561198049614185,2420,4000
518,76561197971226968,0,76561197971226968,0,0
519,76561198030536036,0,76561198030536036,0,0
520,jichaelcoaching,151,76561198081437712,0,220
521,FreshlySqueezedOrangeJukes,103,76561198048134122,852,220
522,MT-101,0,76561198083917037,0,0
523,76561198073807760,49,76561198073807760,2253,300
524,76561198172099661,19,76561198172099661,76458,4000
525,ConjuredMadness,140,76561198116243728,821,220
526,cookieblade,35,76561198050296173,5,220
527,coolslayer666,113,76561198072691234,4498,240
528,76561198072445092,61,76561198072445092,1,240
529,76561198051864639,43,76561198051864639,2368,4000
530,Gamercubeeyes,215,76561198050044751,272,240
531,76561198091515229,155,76561198091515229,288,70
532,NotJustAnyOrange,41,76561198044373565,1155,220
533,cosmicguy22,42,76561198087449578,0,205790
534,76561197971591275,127,76561197971591275,1274,220
535,76561198065379833,69,76561198065379833,95,4000
536,76561198086931177,11,76561198086931177,3783,240
537,TheCheekyOne,233,76561198050928469,4661,240
538,Cow666,116,76561198088687428,64596,4000
539,aProfileInTheMidOfNowhere,0,76561198061757191,0,0
540,76561198023630372,296,76561198023630372,0,220
541,76561198107928649,28,76561198107928649,331,4000
542,76561198104404617,89,76561198104404617,2940,240
543,76561198083468887,87,76561198083468887,258,240
544,bruhbruhxd,82,76561198059296789,79,240
545,skavenshere,154,76561198023724976,113,4000
546,76561198050299999,54,76561198050299999,3,4000
547,76561198135673978,61,76561198135673978,221,4000
548,76561198077244610,104,76561198077244610,403,4000
549,76561198063850360,26,76561198063850360,2484,4000
550,76561198019273712,27,76561198019273712,26401,4000
551,76561198080465715,87,76561198080465715,2567,240
552,76561198087693951,43,76561198087693951,0,12810
553,76561198064305132,28,76561198064305132,1049,240
554,mauledbyabear,200,76561198009774103,1355,240
555,fatkris,110,76561197991697999,621,300
556,getyourmarsbar,257,76561198040892943,271,220
557,aweoplopo,221,76561198055338447,0,4000
558,76561198042921883,126,76561198042921883,2230,4760
559,76561198084976671,45,76561198084976671,1648,240
560,76561198005096571,22,76561198005096571,4772,240
561,cururaime,0,76561198043927009,0,0
562,76561198054793721,273,76561198054793721,4867,4000
563,THE_ART_OF_FEEDING,195,76561198069253377,294,240
564,76561198060007427,166,76561198060007427,48,6910
565,76561197995146150,342,76561197995146150,0,10
566,76561198082559637,299,76561198082559637,188,220
567,76561198086717808,7,76561198086717808,0,205790
568,76561198005111300,14,76561198005111300,16792,71270
569,76561198033533646,0,76561198033533646,0,0
570,DKA013,266,76561198023175670,210,3920
571,D00MS,42,76561198069334898,0,4000
572,76561198059201575,70,76561198059201575,8393,4000
573,daunknownman2010,102,76561198058929932,529,10
574,76561198093384503,58,76561198093384503,27,4000
575,76561198080199570,41,76561198080199570,4512,4000
576,76561197992227006,201,76561197992227006,5,240
577,76561198070775610,42,76561198070775610,1814,4760
578,76561198012514677,65,76561198012514677,7800,4000
579,76561198048133063,129,76561198048133063,641,70
580,76561198053111161,34,76561198053111161,27357,4000
581,76561198070562447,16,76561198070562447,78961,240
582,76561198044888778,13,76561198044888778,0,205790
583,Dante69123,169,76561198084220960,92559,4000
584,whatsupyoutubeimethanbradberry,16,76561198158154020,59471,4000
585,blackcheeze,63,76561198071744921,476,3920
586,76561198021814659,373,76561198021814659,0,240
587,supedarkone,194,76561198062468555,153,20
588,BOBROSSJPEGEXE,63,76561198059827827,144,220
589,fatppl,245,76561197976724682,2770,220
590,76561198084702160,2,76561198084702160,0,205790
591,76561198039026116,33,76561198039026116,2010,240
592,ZiggyPolvoEstelar,152,76561198063240656,23366,4000
593,76561198115099755,100,76561198115099755,2750,4000
594,76561198047080140,33,76561198047080140,2891,22300
595,76561198084697858,54,76561198084697858,0,4000
596,76561198008827809,547,76561198008827809,737,3830
597,UtaTokyoGhoul,143,76561198068191015,8481,240
598,dblddr,43,76561198078299597,992,4000
599,76561198086476823,76,76561198086476823,2717,2600
600,76561198085463363,53,76561198085463363,5370,4000
601,76561198097730477,27,76561198097730477,4924,4000
602,76561198089820203,38,76561198089820203,433,4000
603,76561198006780320,0,76561198006780320,0,0
