user_id,item_id,recommend,posted year,sentiment_analysis
76561197974500703,98800,True,2011,0.0
76561197974500703,630,True,2010,0.0
76561198047185525,226620,True,2013,1.0
armouredmarshmallow,346900,True,2015,2.0
Array71,244850,True,2014,2.0
arronlim13,99900,True,2015,2.0
ARTHERDUNGER10,250900,True,2015,0.0
Mackus1011,211820,True,2013,0.0
Mackus1011,22380,True,2015,0.0
darkmassieh,107410,True,2015,2.0
darkmassieh,230190,True,2015,2.0
asianturtlefrenzy,246420,True,2015,2.0
asianturtlefrenzy,289130,True,2015,2.0
asianturtlefrenzy,418340,True,2015,2.0
asianturtlefrenzy,263020,True,2015,2.0
blowjobsfurdayzandgayz,570,True,2015,0.0
76561198082992295,570,True,2014,2.0
LaLocaDeLosDulces,80,True,2015,1.0
76561198064352761,56400,True,2014,2.0
assassin_warman,219150,True,2015,2.0
Astrelt,385770,True,2015,0.0
Astrelt,252630,True,2014,0.0
Astrelt,212200,True,2014,0.0
Astrelt,218680,True,2014,0.0
Astrelt,4000,True,2015,0.0
Astrelt,440,True,2012,0.0
Astrelt,387860,True,2015,0.0
Swish0009,203160,True,2014,1.0
Swish0009,230410,True,2014,1.0
Aurora99,730,True,2014,1.0
Aurora99,369580,True,2015,1.0
Aurora99,1250,True,2014,1.0
Aurora99,440,True,2014,1.0
76561198083375450,113420,True,2014,2.0
auzmoz,243870,True,2014,2.0
auzmoz,320,True,2013,2.0
auzmoz,8500,True,2013,2.0
76561198110293299,346110,True,2015,2.0
76561198110293299,236390,True,2015,2.0
de_triggered,268650,True,2015,1.0
de_triggered,224540,True,2015,1.0
de_triggered,4000,True,2015,1.0
de_triggered,236390,True,2015,1.0
Azrafael,215530,True,2013,1.0
76561198076301023,251570,True,2014,0.0
bohgeraltofrivia,259700,True,2013,2.0
gamerdude7892,22380,True,2015,2.0
BBBirb,4000,True,2014,1.0
crispymemesmantheyremyfavourite,230410,True,2015,2.0
crispymemesmantheyremyfavourite,383980,True,2015,2.0
76561198074409406,391460,False,2015,2.0
H-Alo,346010,True,2015,1.0
420Blz,107410,True,2013,2.0
76561198076548816,200210,True,2015,2.0
76561198076548816,113020,True,2014,2.0
chillrend,221100,True,2014,2.0
chillrend,393010,True,2015,2.0
chillrend,440,True,2013,2.0
76561198095142204,570,True,2015,0.0
76561198018560501,10500,True,2013,2.0
76561198069458790,265630,True,2014,0.0
76561198069458790,440,True,2014,0.0
76561198051148175,218620,True,2014,0.0
generalale,220240,True,2014,2.0
brendoboy,630,True,2013,2.0
brendoboy,208090,False,2014,2.0
brendoboy,230410,True,2014,2.0
76561197988934555,295110,True,2015,2.0
Infixation,328220,True,2015,2.0
Infixation,256410,True,2013,2.0
Infixation,39120,True,2013,2.0
76561197994969639,91310,True,2011,2.0
JuanManSnipez,730,True,2014,2.0
Ben_Andy,265770,False,2014,2.0
76561198045071942,310380,True,2015,0.0
Ahahahahahahahahahahahahahahaha,570,False,2014,0.0
Too_1337,220,True,2012,2.0
76561198030636321,255710,True,2015,2.0
IJustWantedToTalk,4000,True,2015,2.0
IJustWantedToTalk,304930,True,2015,2.0
mavros88,288470,True,2015,2.0
mavros88,209870,True,2015,2.0
76561198077586769,440,True,2015,2.0
bitmat,300570,True,2015,0.0
bitmat,220240,True,2012,0.0
Ghoster09,206210,True,2015,2.0
Ghoster09,570,True,2014,2.0
76561198081496844,6060,True,2014,0.0
180577,440,True,2015,1.0
76561198042728201,202970,True,2014,2.0
hbk1462,4000,True,2014,2.0
76561198057521157,344760,True,2015,2.0
76561198057389499,222880,True,2014,2.0
76561198057389499,252950,True,2015,2.0
76561198030735076,339610,False,2015,2.0
Bluegills,20530,True,2014,2.0
Bluegills,22120,True,2012,2.0
76561197970931849,204100,True,2014,2.0
13lazer,33930,True,2012,1.0
RespekPlox,72850,True,2015,2.0
76561198062288797,346010,True,2015,2.0
bobseagull,49520,True,2014,1.0
bobseagull,242720,False,2014,1.0
bobseagull,4000,True,2014,1.0
bokkkbokkk,346110,True,2015,2.0
Bonesdontrattlethem,4000,True,2014,0.0
ilyjoepoe,318430,True,2015,2.0
hididdlyhoe,440,True,2014,0.0
76561198027225504,218620,True,2014,2.0
76561198027225504,323470,True,2015,2.0
76561198027225504,271290,True,2014,2.0
76561198027225504,10680,True,2012,2.0
76561197977543317,243470,False,2014,0.0
BrutalLegend69,225260,True,2013,2.0
76561198007539695,45730,False,2014,0.0
76561198007539695,99400,False,2014,0.0
saint556,340050,True,2015,2.0
saint556,234190,True,2014,2.0
metiqu,730,True,2015,1.0
brocky0405,48700,True,2015,2.0
brocky0405,383080,True,2015,2.0
brocky0405,363970,True,2015,2.0
brocky0405,440,True,2013,2.0
brocky0405,212180,True,2013,2.0
76561198046094676,17700,True,2013,1.0
76561198046094676,25890,True,2013,1.0
Vladimirputinisgreatman,8930,True,2015,2.0
76561198105270589,268750,True,2014,2.0
76561198105270589,304930,True,2014,2.0
BugsyBro,6060,True,2015,1.0
76561198074561346,72850,True,2013,2.0
76561198094074209,246620,True,2015,0.0
76561198094074209,226700,True,2013,0.0
busternut,237870,True,2015,2.0
busternut,224540,True,2013,2.0
76561198075981950,221100,True,2015,1.0
76561198142749308,298110,True,2014,0.0
8789568,252490,True,2015,2.0
C14M8S,211820,True,2014,1.0
C14M8S,42910,False,2014,1.0
C14M8S,240,True,2014,1.0
C14M8S,218620,True,2014,1.0
1122305938,24860,True,2013,0.0
Cabey64,2700,True,2015,2.0
Stormaggen,42910,True,2015,0.0
Punixa,374301,True,2015,1.0
Punixa,207140,True,2015,1.0
76561197996741396,22380,True,2013,2.0
calypto52,49600,True,2013,2.0
aquelecaraqfazaquilo,330840,True,2015,1.0
aquelecaraqfazaquilo,19000,True,2015,1.0
aquelecaraqfazaquilo,323500,True,2014,1.0
aquelecaraqfazaquilo,12210,True,2014,1.0
76561197992910116,259720,True,2014,2.0
76561197992910116,238430,True,2013,2.0
jonjon4351,220240,True,2013,2.0
76561198008551473,22380,True,2014,2.0
ThePyrite99,72850,True,2014,2.0
76561198062276935,221100,False,2015,2.0
76561198062276935,10680,True,2013,2.0
76561198048121243,252490,True,2013,2.0
76561198048121243,219640,True,2013,2.0
ConkerBirdy,391540,True,2015,0.0
76561198070072786,417860,True,2015,2.0
76561198070072786,265930,True,2014,2.0
76561198007988939,305620,True,2015,2.0
76561198067721589,220200,True,2014,2.0
76561197996092338,440,True,2012,2.0
carouserwhite,17520,True,2015,2.0
Lord_Casso,323370,True,2015,2.0
fsfs546hd,70000,True,2013,1.0
76561198081438874,31280,False,2014,1.0
76561198072411281,332800,True,2015,2.0
76561198072411281,105600,True,2014,2.0
76561198032143135,105450,True,2014,1.0
CrazyGiraffe71,107410,True,2015,2.0
elheat,440,True,2010,2.0
ElementalGodChaos,230410,True,2015,2.0
ElementalGodChaos,39000,True,2014,2.0
melonmaniac,440,True,2014,2.0
76561198074108172,730,True,2015,2.0
charmaps5,200510,True,2014,2.0
mexz1999,313740,True,2014,2.0
IchMasKung,35450,True,2015,1.0
76561198051215704,252490,True,2014,2.0
76561198074291619,99900,True,2015,1.0
cheetahpocalypse,72850,True,2014,2.0
harharharharhar,304930,True,2015,1.0
chicken_tonight,313120,True,2015,2.0
chicken_tonight,223670,True,2014,2.0
chidvd,107100,True,2011,0.0
chidvd,420,True,2011,0.0
chidvd,224060,True,2015,0.0
76561198056960847,230410,True,2014,2.0
76561198056960847,243870,True,2014,2.0
76561198097450390,4000,True,2015,1.0
aerpub,236090,True,2014,2.0
76561198078733772,301520,True,2015,1.0
76561198061273070,105600,True,2015,2.0
SmeshDoge,730,True,2015,2.0
SmeshDoge,6860,True,2015,2.0
76561198062869989,206210,True,2014,2.0
76561198142474106,4000,True,2015,2.0
76561198142474106,107410,False,2015,2.0
Los_Shmurdos,206420,True,2014,2.0
ciborg2000,203290,False,2015,2.0
ciborg2000,304050,True,2015,2.0
ciborg2000,620,True,2013,2.0
Mikinmash,33930,True,2013,2.0
76561198060510583,440,True,2014,2.0
Norf_Norf,6020,True,2014,0.0
Norf_Norf,221100,True,2014,0.0
Norf_Norf,35450,True,2014,0.0
Norf_Norf,211820,False,2014,0.0
76561198041840982,4000,True,2013,1.0
76561198056339034,319510,False,2015,2.0
76561198056339034,206420,True,2015,2.0
OfficialSenix,417860,False,2015,0.0
OfficialSenix,311210,False,2015,0.0
OfficialSenix,227940,False,2015,0.0
OfficialSenix,273110,False,2015,0.0
OfficialSenix,570,False,2015,0.0
mike14476,8870,True,2014,2.0
mike14476,22380,True,2014,2.0
Clawz3z,105600,True,2014,2.0
76561198079650317,34900,True,2015,0.0
76561198071207551,264200,True,2015,2.0
76561198071207551,354140,True,2015,2.0
76561198071207551,218230,True,2013,2.0
76561198061039259,208090,True,2014,0.0
76561198061039259,34830,False,2013,0.0
76561198074202726,291210,True,2015,0.0
SurfChicken,730,True,2015,2.0
76561198043339975,204450,True,2015,2.0
76561198067414480,730,True,2014,2.0
SirParadiseLost,239030,True,2015,1.0
SirParadiseLost,41700,True,2015,1.0
SupermanSocks17,325610,True,2015,2.0
SupermanSocks17,39120,True,2015,2.0
SupermanSocks17,72850,True,2015,2.0
SupermanSocks17,570,True,2014,2.0
76561198061456632,8930,True,2015,2.0
76561198061456632,301640,True,2015,2.0
76561198049614185,227940,True,2014,0.0
76561198049614185,51100,False,2014,0.0
76561198046958203,35420,True,2013,2.0
76561198046958203,353690,True,2015,2.0
76561198046958203,24240,True,2014,2.0
ConjuredMadness,209160,True,2014,2.0
coolslayer666,730,True,2014,0.0
cheese_is_illuminati,730,True,2015,1.0
NotJustAnyOrange,374570,True,2015,2.0
Cosmonaut123456789,440,True,2014,0.0
Cosmonaut123456789,12110,True,2014,0.0
76561197971591275,377160,True,2015,2.0
76561198107928649,202970,True,2014,1.0
76561198056352983,231430,True,2014,2.0
76561198104404617,105600,True,2015,1.0
76561198104404617,304930,True,2015,1.0
76561198104404617,440,True,2014,1.0
76561198071955492,330840,True,2014,0.0
76561198071955492,70,True,2013,0.0
bruhbruhxd,311210,True,2015,2.0
Crazymac123,252490,True,2014,1.0
76561198135673978,105600,True,2015,2.0
76561198045148546,306130,False,2015,2.0
76561198077244610,730,False,2015,2.0
76561198080465715,304930,True,2014,1.0
76561198064305132,440,True,2015,2.0
76561198067214601,224540,True,2013,2.0
76561198067214601,207140,True,2014,2.0
76561198067214601,205100,True,2013,2.0
SSAANNEESS,218620,False,2015,0.0
SSAANNEESS,227280,True,2014,0.0
kanekicg,423880,True,2015,1.0
kanekicg,207610,True,2013,1.0
76561198084976671,4700,True,2015,2.0
76561198084976671,10500,True,2014,2.0
76561198084976671,22370,True,2014,2.0
THE_ART_OF_FEEDING,209730,False,2013,2.0
THE_ART_OF_FEEDING,570,True,2013,2.0
76561197996190797,570,True,2015,2.0
DKA013,208090,True,2014,1.0
76561198069345625,570,True,2015,2.0
76561198059201575,107410,True,2015,2.0
76561198074763789,314020,False,2015,0.0
76561198074763789,317360,True,2015,0.0
DABLUICE,218620,False,2015,0.0
BlitzGames,249130,True,2014,2.0
BlitzGames,440,True,2014,2.0
BlitzGames,204300,True,2013,2.0
76561197992227006,301520,False,2015,1.0
76561197992227006,208090,False,2014,1.0
76561197992227006,239070,True,2013,1.0
76561198070775610,113020,True,2015,2.0
76561198012514677,4000,True,2015,1.0
76561197970691715,212680,True,2013,0.0
misterross,241600,True,2014,2.0
76561198044888778,320350,True,2015,2.0
Dante69123,301520,True,2015,2.0
DareTheSeal,233250,True,2014,2.0
6dighero,239140,True,2015,0.0
DarkDragonForce,244850,True,2014,2.0
76561198044594262,282070,True,2015,1.0
76561198044594262,730,True,2014,1.0
76561198021814659,416670,False,2015,2.0
76561198078913614,312990,True,2014,2.0
76561198078913614,550,True,2013,2.0
BOBROSSJPEGEXE,287450,True,2015,2.0
fatppl,211420,True,2015,2.0
76561198050864519,273350,True,2015,2.0
76561198046045640,730,True,2014,2.0
76561198046045640,22380,True,2013,2.0
76561198084697858,212680,True,2015,2.0
76561198008827809,278080,True,2014,2.0
76561198008827809,234330,True,2014,2.0
Yugm,4000,True,2014,0.0
dblddr,440,True,2014,2.0
degen97,6060,True,2013,2.0
deltalink21,232090,True,2015,0.0
Qzt,224420,False,2014,2.0
Qzt,270550,True,2014,2.0
76561198071716213,346110,True,2015,0.0
76561198071716213,319510,True,2014,0.0
76561198056953510,222900,False,2014,2.0
76561198056953510,49520,True,2014,2.0
GetMLGRekt,383120,False,2015,2.0
fuzzygrilz,49470,True,2014,2.0
fuzzygrilz,255420,True,2014,2.0
Derkness,251570,True,2014,2.0
76561198086282677,230410,True,2013,1.0
DerpyAura,550,True,2014,2.0
DerpyAura,218620,True,2015,2.0
DerpyAura,266010,True,2015,2.0
DerpyAura,49520,True,2014,2.0
76561198021745490,251060,True,2015,2.0
76561198032293266,239140,True,2015,2.0
76561198074942714,244850,True,2014,2.0
76561198126500843,227700,True,2015,2.0
Des_Mondo,244850,True,2014,2.0
Device600,730,True,2015,1.0
Devmabby,7670,True,2014,1.0
76561197971532272,72840,True,2015,2.0
djman56,317400,True,2015,2.0
digfernandes,21690,True,2015,1.0
digfernandes,304240,True,2015,1.0
digfernandes,214250,False,2014,1.0
digfernandes,70,True,2014,1.0
dijakeplays,346110,True,2015,2.0
ohplsguuby,220,True,2015,0.0
ohplsguuby,255710,True,2015,0.0
ohplsguuby,233720,True,2015,0.0
ohplsguuby,233450,True,2015,0.0
NathanielPeace,239800,True,2014,2.0
NathanielPeace,333930,True,2015,2.0
NathanielPeace,250600,True,2014,2.0
ShrikeShrikeShrikeShrikeShrike,238460,True,2014,1.0
efefuyg3g4u5u22u4yv,302380,True,2014,2.0
76561198023903233,409160,True,2015,2.0
doctorpotatoes,204300,True,2015,0.0
doctorpotatoes,225140,True,2015,0.0
doctorpotatoes,239030,True,2015,0.0
76561198081443272,219740,True,2015,0.0
regentorange,208580,True,2013,2.0
diglekango,218620,True,2015,2.0
diglekango,247000,True,2015,2.0
76561198055370293,221100,True,2014,2.0
duzim,335330,False,2015,0.0
duzim,351290,True,2015,0.0
76561197995098683,214490,True,2014,0.0
76561197995098683,40100,True,2010,0.0
banjoabbyshelly,271590,True,2015,0.0
swscorpian,25010,True,2015,1.0
thecosplayermotherfucker,440,True,2015,2.0
123repulseMe,244850,True,2014,1.0
76561197969800840,206190,True,2015,2.0
Cab117,313120,True,2015,1.0
DrVendax,321980,True,2014,2.0
DrVendax,342300,True,2015,2.0
DrVendax,208090,True,2014,2.0
DrVendax,242760,True,2014,2.0
thedragon347,35720,True,2013,2.0
76561198015157743,206440,True,2014,2.0
76561198073725626,730,True,2014,2.0
76561198097534775,550,True,2014,1.0
DrumEssence,241540,True,2014,1.0
76561198165512984,209160,True,2015,0.0
vitoprofile,236850,True,2014,0.0
vitoprofile,8930,True,2014,0.0
vitoprofile,304930,False,2014,0.0
vitoprofile,252490,False,2015,0.0
JamesDurham23JubileeRd,730,True,2015,1.0
JamesDurham23JubileeRd,218620,True,2015,1.0
JamesDurham23JubileeRd,35450,True,2015,1.0
Congo-Jack,570,True,2015,1.0
76561198018159202,730,True,2014,2.0
76561198080980901,201810,True,2015,0.0
76561198066955730,212500,True,2014,2.0
76561198066955730,47410,False,2014,2.0
dyslexicdew,330840,True,2015,2.0
Efreak,313340,True,2014,0.0
76561198038840599,1250,True,2015,2.0
76561198038840599,218230,True,2013,2.0
SuccForCancer,8930,True,2014,2.0
hashandtag,730,True,2015,1.0
JZargo4Pres,221380,True,2015,0.0
XavvPlays,319510,True,2015,2.0
XavvPlays,226320,False,2015,2.0
XavvPlays,24200,True,2014,2.0
ELCHUZZY69,200210,True,2014,0.0
eljefe2171,10500,True,2014,2.0
pon2543007,215530,True,2014,2.0
pon2543007,211400,True,2014,2.0
76561198064445006,346110,True,2015,2.0
en-esta-partecita-esta-zacler,281050,True,2014,2.0
EnderRay10420,9480,True,2014,1.0
Mr_Doge,4000,True,2014,2.0
76561198026040814,214950,True,2015,0.0
epicsquid,220780,True,2014,2.0
76561198097219763,224260,True,2014,1.0
76561198097219763,440,True,2014,1.0
76561198117877658,248570,True,2014,0.0
76561198073082088,319630,True,2015,2.0
EternumHD,4000,True,2014,2.0
compuguy123,730,True,2015,2.0
compuguy123,35450,True,2015,2.0
76561198041889877,220240,False,2014,2.0
76561198041889877,238460,True,2014,2.0
76561198088408984,236390,False,2015,0.0
76561198088408984,214950,True,2014,0.0
76561198088408984,224260,True,2013,0.0
76561198065247694,253710,False,2014,2.0
76561198065247694,24240,True,2015,2.0
76561198065247694,1250,True,2015,2.0
Letachal,245550,True,2015,1.0
Letachal,363970,True,2015,1.0
Letachal,219740,True,2013,1.0
Letachal,400,True,2012,1.0
falynax,221100,False,2015,0.0
rockethaul,48700,True,2014,2.0
76561198085107826,570,True,2014,2.0
FeatInk,105600,True,2014,0.0
FeatInk,219890,True,2013,0.0
FeatInk,570,True,2013,0.0
bigprenis,218620,True,2014,2.0
76561198068086235,49520,True,2014,1.0
dahaydos,243870,True,2014,2.0
dahaydos,222880,True,2014,2.0
dahaydos,440,True,2013,2.0
InsightXIVC,200710,True,2013,2.0
Fetolino,227940,False,2015,2.0
Fetolino,301520,True,2014,2.0
76561198032373589,235360,True,2013,2.0
76561198032373589,91700,True,2012,2.0
76561197960425229,226980,True,2014,2.0
76561198057473311,346900,True,2015,0.0
76561198057473311,440,True,2014,0.0
76561198068825441,252490,False,2014,0.0
76561198061285334,242720,False,2015,2.0
76561198061285334,33230,True,2014,2.0
76561198075229095,222880,True,2015,1.0
76561198003855855,250420,True,2013,2.0
modtech,570,True,2014,2.0
adderz308,730,True,2013,2.0
Fluphy_,265930,True,2014,2.0
Fluphy_,730,True,2014,2.0
76561198021135914,218620,True,2014,2.0
76561198162487321,418070,True,2015,2.0
Anthonybasso,206210,True,2014,2.0
76561198124526584,105600,True,2014,2.0
76561198044471846,730,True,2015,2.0
FORTHMINGUTH,440,True,2013,2.0
76561198007165405,209730,False,2014,0.0
tyrone266,440,True,2014,2.0
Frankaloons,4000,True,2014,2.0
Frankaloons,301970,True,2015,2.0
Frankaloons,275700,True,2015,2.0
jach5270,219150,True,2014,2.0
jach5270,550,True,2013,2.0
76561197995338574,218620,True,2013,2.0
76561198066916378,244850,True,2014,2.0
76561198066916378,233250,False,2014,2.0
76561198066916378,6060,True,2014,2.0
idsoftwaresquake,13250,True,2015,2.0
idsoftwaresquake,253610,True,2013,2.0
idsoftwaresquake,360740,True,2015,2.0
76561198007208545,330210,False,2015,0.0
76561198062924967,4560,True,2014,1.0
farmerbillson,227680,False,2013,0.0
iConnor_,440,True,2015,2.0
76561198091938654,440,True,2013,1.0
dankememesforsweatyteens,230050,True,2014,1.0
mudswipe,34900,True,2015,2.0
maketeanotwar,233290,True,2014,2.0
LeBovin,218620,True,2013,1.0
FunkMeister1,13570,True,2010,2.0
76561198141880878,301520,False,2015,0.0
jb2481,570,True,2013,2.0
76561198034573935,48800,False,2015,2.0
76561198034573935,33900,True,2014,2.0
xKillerInstinct,730,True,2015,2.0
gatorgolfing,304240,True,2015,2.0
